LOC_Os03g41060.1	8-79
LOC_Os07g23790.7	271-306
LOC_Os07g23790.7	337-372
LOC_Os07g23790.7	330-479
LOC_Os07g23790.8	188-220
LOC_Os07g23790.8	78-233
LOC_Os07g23790.8	264-299
LOC_Os07g23790.8	257-406
LOC_Os05g03934.1	25-57
LOC_Os11g45610.1	22-60
LOC_Os11g45610.1	27-101
LOC_Os11g45610.1	11-148
LOC_Os11g45610.1	127-282
LOC_Os02g04650.1	22-195
LOC_Os02g04650.1	18-215
LOC_Os03g11420.1	33-56
LOC_Os11g06140.1	35-58
LOC_Os04g44330.1	4-78
LOC_Os04g44330.1	53-103
LOC_Os04g44330.1	111-137
LOC_Os04g44330.1	134-244
LOC_Os04g44330.1	252-308
LOC_Os04g44330.1	305-373
LOC_Os04g44330.1	324-407
LOC_Os04g44330.1	310-438
LOC_Os05g04340.1	1-237
LOC_Os01g54240.1	10-27
LOC_Os01g54240.1	30-101
LOC_Os05g04340.2	1-237
LOC_Os01g54240.2	46-63
LOC_Os01g54240.2	35-91
LOC_Os01g54240.2	66-98
LOC_Os01g54240.2	101-130
LOC_Os01g54240.2	114-167
LOC_Os01g54240.2	106-174
LOC_Os01g54240.2	202-240
LOC_Os01g54240.2	277-297
LOC_Os01g54240.2	252-314
LOC_Os02g53720.1	3-164
LOC_Os02g53720.2	20-64
LOC_Os02g06960.1	6-107
LOC_Os12g03899.1	1-78
LOC_Os12g03899.1	6-119
LOC_Os12g03899.2	7-39
LOC_Os12g03899.2	82-201
LOC_Os12g03899.2	59-214
LOC_Os05g48855.1	12-38
LOC_Os05g48855.1	63-110
LOC_Os05g48855.1	29-121
LOC_Os05g48855.1	131-154
LOC_Os05g48855.1	176-250
LOC_Os05g48855.1	344-388
LOC_Os05g48855.1	440-463
LOC_Os05g48855.1	470-493
LOC_Os05g48855.1	515-568
LOC_Os05g48855.1	629-700
LOC_Os05g48855.1	713-754
LOC_Os12g03899.3	7-39
LOC_Os12g03899.3	82-201
LOC_Os12g03899.3	59-214
LOC_Os12g03899.4	45-89
LOC_Os12g03899.4	19-102
LOC_Os12g03899.4	125-169
LOC_Os12g03899.4	99-236
LOC_Os12g03899.4	157-249
LOC_Os12g03899.4	246-302
LOC_Os12g03899.4	272-403
LOC_Os12g03899.4	452-547
LOC_Os12g03899.4	324-596
LOC_Os12g03899.4	593-628
LOC_Os12g03899.4	355-633
LOC_Os12g03899.4	649-675
LOC_Os12g03899.4	718-765
LOC_Os02g40514.2	6-161
LOC_Os02g40514.2	158-175
LOC_Os02g40514.2	136-204
LOC_Os07g22494.1	80-118
LOC_Os05g06650.1	5-37
LOC_Os07g22494.2	80-118
LOC_Os07g22494.3	82-120
LOC_Os08g12780.4	188-238
LOC_Os08g12780.4	45-248
LOC_Os08g12780.4	232-300
LOC_Os08g12780.4	239-304
LOC_Os08g12780.4	276-326
LOC_Os08g12780.4	304-333
LOC_Os07g22494.4	82-120
LOC_Os07g46330.1	4-144
LOC_Os05g23720.1	15-59
LOC_Os05g23720.1	10-99
LOC_Os05g23720.1	96-113
LOC_Os05g23720.1	132-206
LOC_Os05g23720.1	213-236
LOC_Os05g23720.1	157-240
LOC_Os05g23720.1	248-325
LOC_Os05g23720.1	253-345
LOC_Os04g41310.1	18-53
LOC_Os04g41310.1	28-105
LOC_Os04g41310.2	18-53
LOC_Os04g41310.2	28-105
LOC_Os04g41310.2	278-340
LOC_Os04g41310.2	292-384
LOC_Os04g56240.1	9-26
LOC_Os04g56240.1	75-134
LOC_Os04g56240.1	23-157
LOC_Os04g56240.1	150-230
LOC_Os04g56240.1	218-256
LOC_Os04g48950.1	140-175
LOC_Os04g48950.1	181-261
LOC_Os09g39250.1	30-200
LOC_Os09g39250.1	166-234
LOC_Os09g39250.1	92-307
LOC_Os09g39250.1	344-430
LOC_Os09g39250.1	452-472
LOC_Os09g39250.1	253-480
LOC_Os09g39250.1	481-498
LOC_Os09g39250.1	473-505
LOC_Os09g39250.1	506-529
LOC_Os09g39250.1	590-616
LOC_Os09g39250.1	553-636
LOC_Os09g39250.1	620-679
LOC_Os09g39250.1	649-690
LOC_Os09g39250.1	690-728
LOC_Os09g39250.1	719-754
LOC_Os09g39250.1	758-781
LOC_Os09g39250.1	809-880
LOC_Os09g39250.1	873-893
LOC_Os09g39250.1	906-953
LOC_Os09g39250.1	935-1000
LOC_Os09g39250.1	1001-1039
LOC_Os09g39250.1	975-1070
LOC_Os09g39250.1	1058-1096
LOC_Os09g39250.1	1089-1109
LOC_Os09g39250.1	1036-1131
LOC_Os09g39250.1	1121-1219
LOC_Os09g39250.1	1113-1223
LOC_Os09g39250.1	1248-1328
LOC_Os02g48560.1	1-42
LOC_Os02g48560.1	24-65
LOC_Os02g48560.1	49-87
LOC_Os02g48560.1	107-193
LOC_Os02g48560.1	129-206
LOC_Os08g23410.1	64-135
LOC_Os08g23410.1	128-160
LOC_Os11g34090.1	7-42
LOC_Os11g34090.1	89-154
LOC_Os11g34090.1	49-201
LOC_Os11g34090.1	201-242
LOC_Os05g08960.1	108-143
LOC_Os05g08960.1	267-290
LOC_Os05g08960.1	140-301
LOC_Os05g08960.2	108-143
LOC_Os05g08960.2	267-290
LOC_Os05g08960.2	140-301
LOC_Os07g33710.1	32-49
LOC_Os07g33710.1	86-121
LOC_Os11g44900.1	72-143
LOC_Os11g44900.1	116-175
LOC_Os11g44900.1	210-260
LOC_Os06g49160.1	7-60
LOC_Os08g34895.1	52-81
LOC_Os03g08570.1	33-74
LOC_Os03g08570.1	71-253
LOC_Os07g48640.2	69-110
LOC_Os07g48640.2	35-163
LOC_Os02g26160.1	71-103
LOC_Os03g25640.1	9-110
LOC_Os02g26160.2	71-103
LOC_Os12g03880.1	21-47
LOC_Os03g59070.1	300-320
LOC_Os03g59070.1	38-325
LOC_Os08g08650.1	18-41
LOC_Os08g08650.1	38-79
LOC_Os07g11310.1	11-34
LOC_Os08g08650.2	18-41
LOC_Os08g08650.2	38-79
LOC_Os10g04520.1	19-36
LOC_Os10g04520.1	91-201
LOC_Os02g35940.1	101-124
LOC_Os03g42710.1	27-104
LOC_Os08g25720.1	82-201
LOC_Os12g36910.1	44-241
LOC_Os05g20700.1	25-72
LOC_Os05g20700.1	9-98
LOC_Os05g20700.1	139-174
LOC_Os05g20700.1	5-181
LOC_Os05g20700.1	190-300
LOC_Os05g20700.1	358-381
LOC_Os05g20700.1	287-415
LOC_Os05g20700.1	422-454
LOC_Os05g20700.1	388-486
LOC_Os05g20700.1	464-508
LOC_Os05g20700.1	252-524
LOC_Os05g20700.1	499-609
LOC_Os05g20700.1	563-622
LOC_Os09g28354.1	14-97
LOC_Os09g28354.1	166-282
LOC_Os09g28354.1	189-323
LOC_Os02g29500.1	65-121
LOC_Os02g29500.1	87-158
LOC_Os02g29500.1	121-165
LOC_Os02g29500.1	271-312
LOC_Os02g29500.1	313-342
LOC_Os02g29500.1	336-362
LOC_Os03g20310.1	91-243
LOC_Os03g20310.1	5-268
LOC_Os03g20310.1	319-339
LOC_Os03g11990.1	1-105
LOC_Os03g20310.2	77-208
LOC_Os03g20310.2	24-233
LOC_Os03g20310.2	284-304
LOC_Os03g11990.2	1-105
LOC_Os03g20310.3	88-240
LOC_Os03g20310.3	2-265
LOC_Os03g20310.3	297-347
LOC_Os03g20310.3	289-378
LOC_Os03g20310.3	401-421
LOC_Os04g53220.1	3-50
LOC_Os03g20310.4	24-236
LOC_Os03g20310.4	259-279
LOC_Os02g45540.1	138-263
LOC_Os02g45540.1	85-285
LOC_Os02g45540.1	23-292
LOC_Os03g52310.1	51-116
LOC_Os03g52310.1	183-230
LOC_Os03g52310.1	70-285
LOC_Os03g52310.1	14-307
LOC_Os03g52310.1	298-363
LOC_Os03g52310.1	374-415
LOC_Os03g52310.1	258-419
LOC_Os03g52310.1	416-442
LOC_Os03g52310.1	467-508
LOC_Os03g52310.1	435-545
LOC_Os03g52310.1	555-572
LOC_Os03g52310.1	605-634
LOC_Os03g52310.1	583-642
LOC_Os03g52310.1	698-715
LOC_Os03g52310.1	703-735
LOC_Os03g52310.1	597-761
LOC_Os03g52310.1	749-796
LOC_Os03g52310.1	799-825
LOC_Os03g52310.1	813-878
LOC_Os03g52310.1	859-897
LOC_Os03g52310.1	882-929
LOC_Os03g52310.1	901-948
LOC_Os03g52310.1	936-968
LOC_Os03g52310.1	958-990
LOC_Os03g52310.1	975-1013
LOC_Os03g52310.1	1006-1056
LOC_Os03g52310.1	1010-1069
LOC_Os03g52310.1	1071-1124
LOC_Os03g52310.1	1063-1134
LOC_Os03g52310.1	1140-1196
LOC_Os03g52310.1	1145-1255
LOC_Os03g52310.1	1212-1262
LOC_Os05g51670.3	55-153
LOC_Os05g51670.3	217-345
LOC_Os05g51670.3	50-379
LOC_Os05g51670.3	376-405
LOC_Os05g51670.3	120-473
LOC_Os05g51670.3	470-487
LOC_Os05g51670.3	484-507
LOC_Os05g51670.3	494-520
LOC_Os05g51670.3	546-611
LOC_Os05g51670.3	629-649
LOC_Os05g51670.3	633-686
LOC_Os05g51670.3	662-691
LOC_Os05g51670.3	693-887
LOC_Os05g51670.3	718-930
LOC_Os05g51670.3	815-994
LOC_Os05g51670.3	967-1020
LOC_Os05g51670.3	987-1025
LOC_Os05g05940.1	14-136
LOC_Os03g43990.1	62-154
LOC_Os03g43990.1	90-197
LOC_Os03g43990.1	207-248
LOC_Os03g43990.1	178-279
LOC_Os03g43990.1	249-287
LOC_Os03g43990.1	301-372
LOC_Os03g43990.1	306-443
LOC_Os03g43990.1	194-466
LOC_Os03g43990.2	16-66
LOC_Os03g43990.2	38-73
LOC_Os03g43990.2	85-117
LOC_Os03g43990.2	92-127
LOC_Os05g30300.1	40-90
LOC_Os05g30300.1	178-219
LOC_Os02g39100.1	38-79
LOC_Os03g22620.1	53-70
LOC_Os03g22620.1	80-109
LOC_Os03g22620.1	19-180
LOC_Os03g22620.1	135-200
LOC_Os03g22620.1	248-313
LOC_Os03g22620.1	335-367
LOC_Os03g22620.1	357-419
LOC_Os03g22620.1	521-538
LOC_Os03g22620.1	644-784
LOC_Os03g22620.1	699-800
LOC_Os03g22620.1	655-810
LOC_Os03g22620.1	867-914
LOC_Os03g22620.1	877-972
LOC_Os03g22620.1	863-976
LOC_Os03g22620.1	1014-1037
LOC_Os03g22620.1	1018-1065
LOC_Os03g22620.1	1114-1131
LOC_Os03g22620.1	1073-1138
LOC_Os03g22620.1	1138-1182
LOC_Os03g22620.1	1227-1310
LOC_Os03g22620.1	1273-1320
LOC_Os03g22620.1	1437-1454
LOC_Os03g22620.1	1495-1518
LOC_Os03g22620.1	1528-1581
LOC_Os03g22620.1	1601-1636
LOC_Os03g22620.1	1620-1664
LOC_Os03g22620.1	1675-1773
LOC_Os03g22620.1	1737-1847
LOC_Os03g22620.1	1661-1936
LOC_Os03g22620.1	1958-1990
LOC_Os03g22620.1	1994-2023
LOC_Os03g22620.1	1965-2078
LOC_Os03g22620.1	2142-2159
LOC_Os03g22620.1	2069-2206
LOC_Os08g05630.1	48-215
LOC_Os08g05630.1	104-223
LOC_Os02g47850.1	90-128
LOC_Os02g47850.2	90-128
LOC_Os03g53590.1	81-158
LOC_Os03g53590.1	164-274
LOC_Os02g47850.3	90-128
LOC_Os03g53590.2	35-91
LOC_Os03g53590.2	63-131
LOC_Os03g53590.2	88-150
LOC_Os03g53590.2	125-154
LOC_Os03g53590.2	167-277
LOC_Os11g12010.1	86-103
LOC_Os05g47540.1	71-133
LOC_Os05g47540.1	130-210
LOC_Os05g47540.1	261-293
LOC_Os03g32220.1	7-51
LOC_Os05g47540.2	71-133
LOC_Os05g47540.2	130-210
LOC_Os05g47540.2	261-293
LOC_Os05g47540.2	336-434
LOC_Os06g45990.1	20-124
LOC_Os06g45990.1	3-146
LOC_Os06g45990.1	128-202
LOC_Os06g45990.1	156-272
LOC_Os05g47540.3	31-93
LOC_Os05g47540.3	90-170
LOC_Os05g47540.3	221-253
LOC_Os05g47540.3	296-376
LOC_Os05g47540.3	336-443
LOC_Os05g47540.3	277-450
LOC_Os05g47540.3	463-480
LOC_Os05g47540.3	505-543
LOC_Os05g47540.3	447-569
LOC_Os05g47540.3	577-678
LOC_Os05g47540.3	614-682
LOC_Os05g47540.3	591-701
LOC_Os05g47540.3	695-712
LOC_Os05g47540.3	713-748
LOC_Os05g47540.3	709-807
LOC_Os05g47540.3	758-856
LOC_Os05g47540.3	789-929
LOC_Os05g47540.3	939-974
LOC_Os05g47540.3	1020-1040
LOC_Os06g45990.2	20-124
LOC_Os06g45990.2	3-146
LOC_Os06g45990.2	128-202
LOC_Os06g45990.2	156-272
LOC_Os05g47540.4	30-50
LOC_Os05g47540.4	8-73
LOC_Os05g47540.4	74-154
LOC_Os05g47540.4	164-199
LOC_Os05g47540.4	245-265
LOC_Os03g39860.1	7-51
LOC_Os03g39860.1	95-160
LOC_Os03g39860.1	114-188
LOC_Os03g39860.1	255-278
LOC_Os03g39860.1	185-289
LOC_Os03g39860.1	136-315
LOC_Os03g39860.1	293-340
LOC_Os03g39860.1	371-391
LOC_Os03g39860.1	346-408
LOC_Os10g11100.1	16-120
LOC_Os10g11100.1	20-181
LOC_Os10g11100.1	228-299
LOC_Os10g11100.1	160-324
LOC_Os10g11100.1	356-409
LOC_Os10g11100.1	321-446
LOC_Os10g11100.1	464-502
LOC_Os10g11100.1	424-507
LOC_Os05g47540.5	2-28
LOC_Os05g47540.5	6-74
LOC_Os05g47540.5	19-114
LOC_Os05g47540.5	71-130
LOC_Os05g47540.5	127-144
LOC_Os05g47540.5	157-174
LOC_Os05g47540.5	199-237
LOC_Os05g47540.5	141-263
LOC_Os05g47540.5	271-372
LOC_Os05g47540.5	308-376
LOC_Os05g47540.5	285-395
LOC_Os05g47540.5	389-406
LOC_Os05g47540.5	407-442
LOC_Os05g47540.5	403-501
LOC_Os05g47540.5	452-550
LOC_Os05g47540.5	483-623
LOC_Os05g47540.5	633-668
LOC_Os05g47540.5	714-734
LOC_Os03g39860.2	7-51
LOC_Os03g39860.2	95-160
LOC_Os03g39860.2	114-188
LOC_Os03g39860.2	255-278
LOC_Os03g39860.2	185-289
LOC_Os03g39860.2	136-315
LOC_Os03g39860.2	293-340
LOC_Os03g39860.2	371-391
LOC_Os03g39860.2	346-408
LOC_Os02g57450.1	7-171
LOC_Os03g56930.1	13-78
LOC_Os03g56930.1	33-92
LOC_Os02g57450.2	6-170
LOC_Os02g57450.2	244-348
LOC_Os02g57450.2	327-368
LOC_Os02g57450.2	369-392
LOC_Os01g40580.1	10-63
LOC_Os01g40580.1	24-68
LOC_Os12g04020.2	159-185
LOC_Os12g04020.2	22-192
LOC_Os04g16940.1	139-159
LOC_Os04g16940.1	236-259
LOC_Os04g16940.1	178-267
LOC_Os04g16940.1	156-332
LOC_Os01g11920.1	31-255
LOC_Os01g11920.1	72-284
LOC_Os01g10890.1	45-71
LOC_Os01g10890.1	68-130
LOC_Os01g10890.1	170-190
LOC_Os01g10890.1	324-353
LOC_Os01g10890.1	49-378
LOC_Os01g10890.1	393-410
LOC_Os01g10890.1	257-421
LOC_Os06g02220.1	5-79
LOC_Os07g01700.1	6-26
LOC_Os07g35130.1	10-60
LOC_Os07g35130.1	39-158
LOC_Os07g35130.1	145-174
LOC_Os07g35130.1	177-281
LOC_Os05g27450.1	63-83
LOC_Os01g51210.2	48-320
LOC_Os01g51210.2	196-348
LOC_Os01g51210.2	355-426
LOC_Os01g51210.2	134-433
LOC_Os06g46149.1	13-72
LOC_Os06g46149.1	69-101
LOC_Os06g46149.1	29-127
LOC_Os06g46149.1	76-195
LOC_Os12g06330.1	9-38
LOC_Os12g06330.1	4-186
LOC_Os12g06330.1	14-301
LOC_Os06g46149.2	18-74
LOC_Os06g46149.2	4-81
LOC_Os06g46149.2	78-110
LOC_Os06g46149.2	95-136
LOC_Os06g46149.2	85-204
LOC_Os12g06330.2	9-38
LOC_Os12g06330.2	4-186
LOC_Os12g06330.2	14-301
LOC_Os01g04450.1	55-84
LOC_Os09g28050.2	61-138
LOC_Os09g28050.2	83-337
LOC_Os09g28050.2	361-390
LOC_Os09g28050.2	324-440
LOC_Os09g28050.2	461-478
LOC_Os09g28050.3	61-138
LOC_Os09g28050.3	83-340
LOC_Os09g28050.3	416-451
LOC_Os09g28050.3	429-485
LOC_Os09g28050.3	391-504
LOC_Os09g28050.3	467-508
LOC_Os09g28050.3	518-565
LOC_Os09g28050.3	589-618
LOC_Os09g28050.3	531-668
LOC_Os09g28050.3	689-706
LOC_Os08g04920.1	6-35
LOC_Os08g04920.2	6-35
LOC_Os08g04920.3	6-35
LOC_Os12g38330.1	6-35
LOC_Os08g04920.4	6-35
LOC_Os06g04530.1	34-60
LOC_Os08g04920.5	6-35
LOC_Os05g29174.1	6-53
LOC_Os05g29174.1	28-63
LOC_Os08g04920.6	6-35
LOC_Os10g23884.1	11-127
LOC_Os10g23884.1	24-167
LOC_Os10g23884.1	124-303
LOC_Os10g23884.1	269-364
LOC_Os10g23884.1	352-381
LOC_Os10g23884.1	419-544
LOC_Os10g23884.1	330-650
LOC_Os10g23884.1	569-736
LOC_Os08g44210.1	5-64
LOC_Os03g52880.1	2-37
LOC_Os08g04920.7	6-35
LOC_Os08g43180.1	6-62
LOC_Os08g43180.1	117-161
LOC_Os08g43180.1	107-166
LOC_Os08g43180.1	218-244
LOC_Os08g43180.1	171-260
LOC_Os08g43180.1	151-264
LOC_Os08g43180.1	257-376
LOC_Os08g43180.1	261-533
LOC_Os08g04920.8	6-35
LOC_Os01g53520.1	31-63
LOC_Os06g20570.1	74-124
LOC_Os01g53520.2	31-63
LOC_Os11g09160.1	5-109
LOC_Os05g29760.3	31-261
LOC_Os05g29760.3	262-375
LOC_Os05g29760.3	392-415
LOC_Os05g29760.3	428-469
LOC_Os05g29760.3	397-474
LOC_Os05g29760.3	529-582
LOC_Os05g29760.4	31-261
LOC_Os05g29760.4	262-375
LOC_Os05g29760.4	392-415
LOC_Os05g29760.4	428-469
LOC_Os05g29760.4	397-474
LOC_Os05g29760.4	529-582
LOC_Os05g29760.4	586-651
LOC_Os05g29760.4	695-754
LOC_Os05g29760.4	736-783
LOC_Os05g29760.4	785-826
LOC_Os05g29760.4	823-864
LOC_Os05g29760.4	912-935
LOC_Os05g29760.4	869-946
LOC_Os05g29760.4	956-994
LOC_Os05g29760.4	998-1027
LOC_Os05g29760.4	964-1056
LOC_Os05g29760.4	1102-1164
LOC_Os05g29760.5	21-59
LOC_Os05g29760.5	72-116
LOC_Os05g29760.5	109-132
LOC_Os05g29760.5	56-160
LOC_Os05g29760.5	157-189
LOC_Os05g29760.5	229-321
LOC_Os05g29760.5	129-362
LOC_Os05g29760.5	251-394
LOC_Os05g29760.5	337-420
LOC_Os05g29760.5	366-428
LOC_Os05g29760.5	441-461
LOC_Os05g29760.5	425-469
LOC_Os05g29760.5	486-506
LOC_Os05g29760.5	497-568
LOC_Os05g29760.5	595-639
LOC_Os05g29760.5	705-743
LOC_Os05g29760.5	692-754
LOC_Os05g29760.5	661-759
LOC_Os05g46830.1	14-73
LOC_Os01g14050.1	74-130
LOC_Os01g14050.2	74-130
LOC_Os01g14050.2	356-373
LOC_Os01g14050.2	213-398
LOC_Os01g14050.2	226-444
LOC_Os12g25710.1	134-202
LOC_Os12g25710.1	48-248
LOC_Os12g25710.1	211-264
LOC_Os03g46440.1	14-166
LOC_Os03g46440.1	94-195
LOC_Os03g46440.1	147-266
LOC_Os03g46440.1	336-365
LOC_Os03g46440.1	215-409
LOC_Os03g46440.1	384-443
LOC_Os03g46440.1	205-462
LOC_Os03g46440.1	459-566
LOC_Os03g46440.1	563-586
LOC_Os03g46440.1	469-597
LOC_Os04g45920.1	32-58
LOC_Os04g45920.1	48-107
LOC_Os04g45920.1	129-179
LOC_Os04g45920.1	59-196
LOC_Os04g45920.1	133-207
LOC_Os04g45920.1	215-280
LOC_Os04g45920.1	253-351
LOC_Os04g45920.1	222-422
LOC_Os04g45920.1	415-444
LOC_Os04g45920.1	432-452
LOC_Os04g45920.1	368-472
LOC_Os03g46440.2	14-166
LOC_Os03g46440.2	94-195
LOC_Os03g46440.2	147-266
LOC_Os03g46440.2	336-365
LOC_Os03g46440.2	215-409
LOC_Os03g46440.2	384-443
LOC_Os03g46440.2	205-462
LOC_Os03g46440.2	459-566
LOC_Os03g46440.2	563-586
LOC_Os03g46440.2	469-597
LOC_Os04g44890.1	6-38
LOC_Os03g46440.3	14-166
LOC_Os03g46440.3	94-195
LOC_Os03g46440.3	147-266
LOC_Os03g46440.3	336-365
LOC_Os03g46440.3	215-409
LOC_Os03g46440.3	384-443
LOC_Os03g46440.3	205-462
LOC_Os03g46440.3	459-566
LOC_Os03g46440.3	563-586
LOC_Os03g46440.3	469-597
LOC_Os12g25710.4	134-202
LOC_Os12g25710.4	48-248
LOC_Os12g25710.4	211-264
LOC_Os10g25320.1	2-28
LOC_Os04g44890.2	6-38
LOC_Os10g25320.2	2-28
LOC_Os07g47040.1	18-137
LOC_Os07g47040.1	79-204
LOC_Os04g44890.3	6-38
LOC_Os04g44890.3	52-210
LOC_Os04g44890.3	219-260
LOC_Os04g44890.3	14-337
LOC_Os04g44890.3	321-365
LOC_Os04g44890.3	401-421
LOC_Os04g44890.3	334-426
LOC_Os04g44890.3	457-483
LOC_Os04g44890.3	423-494
LOC_Os04g44890.3	491-514
LOC_Os04g44890.3	501-539
LOC_Os04g44890.3	505-567
LOC_Os04g44890.3	536-574
LOC_Os04g44890.3	558-596
LOC_Os04g44890.3	593-613
LOC_Os04g44890.3	580-630
LOC_Os04g44890.3	627-656
LOC_Os04g44890.3	659-694
LOC_Os04g44890.3	707-736
LOC_Os04g44890.3	649-765
LOC_Os04g44890.3	776-796
LOC_Os07g47040.2	18-53
LOC_Os07g47040.3	5-133
LOC_Os10g41360.1	46-75
LOC_Os03g24040.1	66-218
LOC_Os01g01430.1	30-62
LOC_Os01g01430.1	43-66
LOC_Os11g02400.1	76-93
LOC_Os03g41110.1	71-112
LOC_Os03g41110.1	64-126
LOC_Os03g41110.1	75-164
LOC_Os03g41110.1	168-206
LOC_Os03g41110.1	218-253
LOC_Os11g02400.2	68-85
LOC_Os03g32790.1	82-99
LOC_Os03g32790.1	24-125
LOC_Os03g32790.1	122-277
LOC_Os03g32790.1	265-303
LOC_Os03g32790.1	291-326
LOC_Os03g32790.1	278-355
LOC_Os03g32790.1	348-389
LOC_Os03g32790.1	368-424
LOC_Os03g32790.1	405-515
LOC_Os03g32790.1	400-546
LOC_Os03g32790.1	556-603
LOC_Os03g32790.1	585-620
LOC_Os03g32790.1	630-653
LOC_Os03g32790.1	509-682
LOC_Os03g32790.1	756-773
LOC_Os03g32790.1	736-822
LOC_Os03g32790.1	816-848
LOC_Os03g32790.1	695-880
LOC_Os03g32790.2	82-99
LOC_Os03g32790.2	24-125
LOC_Os03g32790.2	122-277
LOC_Os03g32790.2	265-303
LOC_Os03g32790.2	291-326
LOC_Os03g32790.2	278-355
LOC_Os03g32790.2	348-389
LOC_Os03g32790.2	368-424
LOC_Os03g32790.2	405-515
LOC_Os03g32790.2	400-546
LOC_Os03g32790.2	556-603
LOC_Os03g32790.2	585-620
LOC_Os03g32790.2	509-655
LOC_Os03g48750.1	30-119
LOC_Os03g48750.1	67-123
LOC_Os08g39050.1	56-97
LOC_Os03g32790.3	82-99
LOC_Os03g32790.3	24-125
LOC_Os03g32790.3	122-277
LOC_Os03g32790.3	265-303
LOC_Os03g32790.3	291-326
LOC_Os03g32790.3	278-355
LOC_Os03g32790.3	348-389
LOC_Os03g32790.3	368-424
LOC_Os03g32790.3	405-515
LOC_Os03g32790.3	400-546
LOC_Os03g32790.3	556-603
LOC_Os03g32790.3	585-620
LOC_Os03g32790.3	630-653
LOC_Os03g32790.3	509-682
LOC_Os03g32790.3	756-773
LOC_Os03g32790.3	736-822
LOC_Os03g32790.3	816-848
LOC_Os03g32790.3	695-880
LOC_Os02g32910.1	7-33
LOC_Os02g32910.1	95-151
LOC_Os02g32910.1	51-185
LOC_Os02g32910.1	179-208
LOC_Os02g32910.1	269-343
LOC_Os02g32910.1	103-384
LOC_Os02g32910.1	400-489
LOC_Os02g32910.1	450-524
LOC_Os03g09280.1	26-52
LOC_Os03g09280.1	6-110
LOC_Os03g09280.1	101-124
LOC_Os03g09280.1	49-135
LOC_Os03g09280.1	125-193
LOC_Os03g09280.1	132-203
LOC_Os03g09280.1	240-269
LOC_Os03g09280.1	295-339
LOC_Os03g09280.1	221-376
LOC_Os03g09280.1	351-416
LOC_Os03g09280.1	417-458
LOC_Os07g14890.1	26-88
LOC_Os07g14890.1	19-120
LOC_Os01g48360.2	16-66
LOC_Os03g09280.2	1-39
LOC_Os03g09280.2	50-103
LOC_Os03g09280.2	58-117
LOC_Os03g09280.2	21-128
LOC_Os03g09280.2	118-186
LOC_Os03g09280.2	125-196
LOC_Os03g09280.2	233-262
LOC_Os03g09280.2	282-326
LOC_Os03g09280.2	214-363
LOC_Os03g09280.2	338-403
LOC_Os03g09280.2	404-445
LOC_Os07g14890.2	44-106
LOC_Os07g14890.2	37-138
LOC_Os03g09280.3	36-68
LOC_Os03g09280.3	28-96
LOC_Os03g09280.3	14-133
LOC_Os03g09280.3	108-173
LOC_Os03g09280.3	174-215
LOC_Os07g31960.1	3-71
LOC_Os12g04590.1	145-195
LOC_Os12g04590.1	192-278
LOC_Os12g04590.1	17-301
LOC_Os01g03740.1	148-477
LOC_Os01g03740.1	180-482
LOC_Os01g03740.1	490-540
LOC_Os01g03740.1	377-565
LOC_Os01g03740.1	586-642
LOC_Os01g03740.1	602-703
LOC_Os01g03740.1	522-764
LOC_Os01g03740.1	697-801
LOC_Os01g03740.1	798-821
LOC_Os01g03740.1	818-844
LOC_Os01g03740.1	831-854
LOC_Os01g03740.1	841-903
LOC_Os01g03740.1	891-911
LOC_Os01g03740.1	881-988
LOC_Os01g03740.1	943-1032
LOC_Os01g03740.1	1048-1083
LOC_Os01g03740.1	989-1105
LOC_Os01g03740.1	1096-1134
LOC_Os01g03740.1	1141-1164
LOC_Os01g03740.1	1215-1379
LOC_Os01g03740.1	1154-1393
LOC_Os01g03740.1	1402-1464
LOC_Os01g03740.1	1430-1501
LOC_Os01g03740.1	1483-1509
LOC_Os01g03740.1	1517-1603
LOC_Os01g03740.1	1600-1623
LOC_Os01g03740.1	1639-1734
LOC_Os01g03740.1	1700-1756
LOC_Os01g03740.1	1787-1855
LOC_Os01g03740.1	1770-1892
LOC_Os01g03740.1	1923-1952
LOC_Os01g03740.1	1952-2053
LOC_Os12g04590.2	145-195
LOC_Os12g04590.2	192-278
LOC_Os12g04590.2	17-301
LOC_Os10g05230.1	41-172
LOC_Os10g05230.1	237-272
LOC_Os10g05230.1	4-303
LOC_Os10g05230.1	290-313
LOC_Os10g05230.2	27-158
LOC_Os10g05230.2	223-285
LOC_Os10g05230.2	337-363
LOC_Os10g05230.2	246-380
LOC_Os10g05230.2	370-387
LOC_Os10g05230.2	194-418
LOC_Os10g05230.2	405-428
LOC_Os04g49954.1	21-65
LOC_Os11g38140.1	52-126
LOC_Os11g38140.1	127-147
LOC_Os11g38140.1	47-220
LOC_Os11g38140.1	180-287
LOC_Os11g38140.1	220-339
LOC_Os11g38140.1	353-373
LOC_Os10g05230.3	41-172
LOC_Os10g05230.3	237-272
LOC_Os10g05230.3	4-303
LOC_Os10g05230.3	290-313
LOC_Os04g42900.1	23-67
LOC_Os04g41870.1	5-31
LOC_Os04g41870.1	22-120
LOC_Os04g57830.1	36-83
LOC_Os04g57830.1	89-136
LOC_Os04g57830.1	159-191
LOC_Os04g57830.1	145-198
LOC_Os04g57830.1	213-257
LOC_Os04g57830.1	288-314
LOC_Os04g57830.1	188-412
